TestName, AverageSymbols, AverageGain, December17, Feburary18, Janurary18, March18, November17, October17, September17, SuccessPercent
RSI40/BBANDS0.07/ADX45/, 1.71, 0.7354, 0.5,, 1, 1,, 1, 1, 0.642857142857143
RSI40/BBANDS0.07/ADX50/, 1.71, 0.7354, 0.5,, 1, 1,, 1, 1, 0.642857142857143
RSI40/BBANDS0.06/, 1, 0.5871, 0.5,, 1, 1,, 1,, 0.5
RSI40/BBANDS0.05/, 0.71, 0.5883, 0.5,, 1, 1,, 1,, 0.5
RSI45/MACD3/BOP0.07/BBANDS0.07/, 2.43, 0.7085, 0.5,, 0.5556, 1,, 0.25, 1, 0.472228571428571
RSI40/MACD3/BOP0.07/BBANDS0.07/, 1.57, 0.7441, 0.5,, 1, 1,, 1, 1, 0.642857142857143
RSI45/BOP0.07/BBANDS0.07/, 2.43, 0.7085, 0.5,, 0.5556, 1,, 0.25, 1, 0.472228571428571
RSI40/BOP0.07/BBANDS0.07/, 1.57, 0.7441, 0.5,, 1, 1,, 1, 1, 0.642857142857143
RSI40/MACD3/BBANDS0.07/, 1.86, 0.7459, 0.5,, 1, 1,, 1, 1, 0.642857142857143
RSI40/BBANDS0.07/, 2, 0.7465, 0.6667,, 1, 1,, 1, 1, 0.666671428571429
MOM0/MACD2/BBANDS0.07/ADX25/, 0.29, 0.2809, 1,,,,, 0.2,, 0.171428571428571
RSI60/MACD3/BOP0.07/BBANDS0.07/ADX20/, 1, 0.8549, 0.6667,, 0, 1, 1, 0.6667, 1, 0.619057142857143
RSI60/MACD3/BOP0.07/BBANDS0.07/ADX25/, 2.29, 0.872, 0.8571,, 0.4, 1, 1, 0.6667, 1, 0.7034
RSI60/MACD3/BOP0.07/BBANDS0.07/ADX30/, 3.29, 1.0202, 0.875, 1, 0.4444, 0.8, 1, 0.75, 1, 0.838485714285714
RSI60/MACD3/BOP0.07/BBANDS0.07/ADX35/, 4.29, 1.0262, 0.75, 1, 0.5385, 0.8333, 1, 0.8, 1, 0.845971428571429
RSI60/MACD3/BOP0.07/BBANDS0.07/ADX40/, 4.43, 1.0266, 0.75, 1, 0.5, 0.8333, 1, 0.8, 1, 0.840471428571428
RSI60/MACD3/BOP0.07/BBANDS0.07/ADX45/, 4.43, 1.0266, 0.75, 1, 0.5, 0.8333, 1, 0.8, 1, 0.840471428571428
RSI60/MACD3/BOP0.07/BBANDS0.07/ADX50/, 4.86, 1.024, 0.7143, 1, 0.5, 0.8333, 1, 0.8333, 1, 0.840128571428571
RSI55/MACD3/BOP0.07/BBANDS0.07/ADX20/, 1.71, 0.7397, 1,, 1, 1,, 0.6667, 1, 0.666671428571429
RSI55/MACD3/BOP0.07/BBANDS0.07/ADX25/, 2.86, 0.7335, 1,, 0.4286, 1,, 0.6667, 1, 0.585042857142857
RSI55/MACD3/BOP0.07/BBANDS0.07/ADX30/, 3.71, 0.7331, 1,, 0.6, 0.8571,, 0.6667, 1, 0.589114285714286
RSI55/MACD3/BOP0.07/BBANDS0.07/ADX35/, 4.71, 0.7372, 0.8571,, 0.6923, 0.8889,, 0.8, 1, 0.605471428571429
RSI55/MACD3/BOP0.07/BBANDS0.07/ADX40/, 5, 0.736, 0.8571,, 0.7143, 0.8889,, 0.8, 0.875, 0.590757142857143
RSI60/BOP0.07/BBANDS0.07/ADX20/, 1, 0.8549, 0.6667,, 0, 1, 1, 0.6667, 1, 0.619057142857143
RSI60/BOP0.07/BBANDS0.07/ADX25/, 2.29, 0.872, 0.8571,, 0.4, 1, 1, 0.6667, 1, 0.7034
RSI60/BOP0.07/BBANDS0.07/ADX30/, 3.29, 1.0202, 0.875, 1, 0.4444, 0.8, 1, 0.75, 1, 0.838485714285714
RSI60/BOP0.07/BBANDS0.07/ADX35/, 4.29, 1.0262, 0.75, 1, 0.5385, 0.8333, 1, 0.8, 1, 0.845971428571429
RSI60/BOP0.07/BBANDS0.07/ADX40/, 4.43, 1.0266, 0.75, 1, 0.5, 0.8333, 1, 0.8, 1, 0.840471428571428
RSI60/BOP0.07/BBANDS0.07/ADX45/, 4.43, 1.0266, 0.75, 1, 0.5, 0.8333, 1, 0.8, 1, 0.840471428571428
RSI60/BOP0.07/BBANDS0.07/ADX50/, 4.86, 1.024, 0.7143, 1, 0.5, 0.8333, 1, 0.8333, 1, 0.840128571428571
RSI55/BOP0.07/BBANDS0.07/ADX20/, 1.71, 0.7397, 1,, 1, 1,, 0.6667, 1, 0.666671428571429
RSI55/BOP0.07/BBANDS0.07/ADX25/, 2.86, 0.7335, 1,, 0.4286, 1,, 0.6667, 1, 0.585042857142857
RSI55/BOP0.07/BBANDS0.07/ADX30/, 3.71, 0.7331, 1,, 0.6, 0.8571,, 0.6667, 1, 0.589114285714286
RSI55/BOP0.07/BBANDS0.07/ADX35/, 4.71, 0.7372, 0.8571,, 0.6923, 0.8889,, 0.8, 1, 0.605471428571429
RSI55/BOP0.07/BBANDS0.07/ADX40/, 5, 0.736, 0.8571,, 0.7143, 0.8889,, 0.8, 0.875, 0.590757142857143
RSI60/MACD3/BBANDS0.07/ADX20/, 1.86, 0.8477, 0.6,, 0, 1, 1, 0.5714, 1, 0.595914285714286
RSI55/MACD3/BBANDS0.07/ADX20/, 2.14, 0.7261, 1,, 0.5, 1,, 0.6, 1, 0.585714285714286
RSI55/MACD3/BBANDS0.07/ADX25/, 3.86, 0.8869, 1, 1, 0.375, 1,, 0.5556, 0.875, 0.686514285714286
RSI55/MACD3/BBANDS0.07/ADX30/, 5.14, 0.8863, 0.875, 1, 0.5, 0.8571,, 0.6, 0.8182, 0.664328571428571
RSI55/MACD3/BBANDS0.07/ADX35/, 6.14, 0.89, 0.7778, 1, 0.5882, 0.8889,, 0.6667, 0.8182, 0.677114285714286
RSI55/MACD3/BBANDS0.07/ADX40/, 6.71, 0.8902, 0.7778, 1, 0.65, 0.8889,, 0.6667, 0.7692, 0.678942857142857
RSI60/BBANDS0.07/ADX20/, 1.86, 0.8474, 0.6,, 0, 1, 1, 0.5, 1, 0.585714285714286
RSI55/BBANDS0.07/ADX20/, 2.14, 0.7249, 1,, 0.5, 1,, 0.5, 1, 0.571428571428571
RSI60/MACD3/BOP0.07/ADX20/, 2.71, 0.871, 0.5,, 0.6667, 1, 1, 0.5, 0.875, 0.648814285714286
RSI60/MACD3/BOP0.07/ADX25/, 5.86, 0.8779, 0.6667,, 0.7, 1, 1, 0.625, 0.8333, 0.689285714285714
RSI55/MACD3/BOP0.07/ADX20/, 2.86, 0.7182, 0.8,, 0.3333, 0.8,, 0.5, 1, 0.490471428571429
RSI55/MACD3/BOP0.07/ADX25/, 5.29, 0.7274, 0.8333,, 0.5385, 0.8182,, 0.375, 1, 0.509285714285714
RSI55/MACD3/BOP0.07/ADX30/, 8.29, 0.8643, 0.8571, 0, 0.7083, 0.6875,, 0.5, 1, 0.536128571428571
RSI55/MACD3/BOP0.07/ADX35/, 10.29, 0.8667, 0.7, 0, 0.75, 0.7143,, 0.5714, 1, 0.533671428571429
RSI55/MACD3/BOP0.07/ADX40/, 11, 0.8655, 0.7, 0, 0.7419, 0.68,, 0.5714, 0.9565, 0.5214
RSI60/BOP0.07/ADX20/, 2.71, 0.871, 0.5,, 0.6667, 1, 1, 0.5, 0.875, 0.648814285714286
RSI60/BOP0.07/ADX25/, 5.86, 0.8779, 0.6667,, 0.7, 1, 1, 0.625, 0.8333, 0.689285714285714
RSI55/BOP0.07/ADX20/, 2.86, 0.7182, 0.8,, 0.3333, 0.8,, 0.5, 1, 0.490471428571429
RSI55/BOP0.07/ADX25/, 5.29, 0.7274, 0.8333,, 0.5385, 0.8182,, 0.375, 1, 0.509285714285714
RSI55/BOP0.07/ADX30/, 8.29, 0.8643, 0.8571, 0, 0.7083, 0.6875,, 0.5, 1, 0.536128571428571
RSI55/BOP0.07/ADX35/, 10.43, 0.8685, 0.7, 0, 0.75, 0.7143,, 0.6, 1, 0.537757142857143
RSI55/BOP0.07/ADX40/, 11.14, 0.8672, 0.7, 0, 0.7419, 0.68,, 0.6, 0.9565, 0.525485714285714
RSI60/MACD3/BOP0.07/BBANDS0.07/, 4.86, 1.023, 0.7143, 1, 0.5, 0.8333, 1, 0.7143, 1, 0.823128571428571
RSI60/BOP0.07/BBANDS0.07/, 4.86, 1.023, 0.7143, 1, 0.5, 0.8333, 1, 0.7143, 1, 0.823128571428571
RSI60/MACD3/BOP0.07/BBANDS0.06/, 3, 1.0203, 0.5556, 1, 0.4545, 0.6667, 1, 0.6, 1, 0.753828571428571
RSI60/BOP0.07/BBANDS0.06/, 3, 1.0203, 0.5556, 1, 0.4545, 0.6667, 1, 0.6, 1, 0.753828571428571
MACD2/BBANDS0.07/ADX20/, 1.43, 0.7075, 0.4,, 0.6667, 1,, 0.3333, 1, 0.485714285714286
RSI50/MOM0/MACD3/BOP0.05/ADX40/, 2.71, 1.0137, 1, 0.5, 0.5714, 0.8333, 1, 0, 1, 0.700671428571429
RSI50/MOM0/MACD3/BOP0.05/ADX45/, 3.14, 1.0205, 1, 0.3333, 0.5556, 0.8333, 1, 0.5, 1, 0.746028571428571
RSI50/MOM0/MACD3/BOP0.05/ADX50/, 3.14, 1.0205, 1, 0.3333, 0.5556, 0.8333, 1, 0.5, 1, 0.746028571428571
RSI50/MOM0/BOP0.05/ADX40/, 2.71, 1.0137, 1, 0.5, 0.5714, 0.8333, 1, 0, 1, 0.700671428571429
RSI50/MOM0/BOP0.05/ADX45/, 3.14, 1.0205, 1, 0.3333, 0.5556, 0.8333, 1, 0.5, 1, 0.746028571428571
RSI50/MOM0/BOP0.05/ADX50/, 3.14, 1.0205, 1, 0.3333, 0.5556, 0.8333, 1, 0.5, 1, 0.746028571428571
RSI50/MOM0/MACD2/ADX40/, 3.57, 1.0247, 1, 0.6667, 0.625, 0.8333, 1, 0.25, 1, 0.767857142857143
RSI50/MOM0/MACD2/ADX45/, 4, 1.0242, 1, 0.5, 0.6, 0.8333, 1, 0.4, 1, 0.7619
RSI50/MOM0/MACD2/ADX50/, 4, 1.0242, 1, 0.5, 0.6, 0.8333, 1, 0.4, 1, 0.7619
RSI50/MOM0/MACD3/BOP0.05/ADX20/, 1, 0.8967, 1,, 1, 1, 1, 0, 1, 0.714285714285714
RSI50/MOM0/MACD3/BOP0.05/ADX25/, 1.43, 1.0213, 1, 0, 0.6667, 1, 1, 0, 1, 0.666671428571429
RSI50/MOM0/MACD3/BOP0.05/ADX30/, 2.43, 1.0193, 1, 0.5, 0.6, 1, 1, 0, 1, 0.728571428571429
RSI50/MOM0/MACD3/BOP0.05/ADX35/, 2.57, 1.0171, 1, 0.5, 0.5714, 0.8333, 1, 0, 1, 0.700671428571429
MOM0/MACD3/BOP0.05/ADX20/, 3.71, 1.0343, 1, 0.6667, 0.5833, 1, 1, 0.25, 1, 0.785714285714286
RSI50/MACD3/BOP0.05/ADX20/, 1.14, 0.8742, 1,, 0.6667, 0.3333, 1, 0, 1, 0.571428571428571
RSI50/MOM0/BOP0.05/ADX20/, 1, 0.8967, 1,, 1, 1, 1, 0, 1, 0.714285714285714
RSI50/MOM0/BOP0.05/ADX25/, 1.43, 1.0213, 1, 0, 0.6667, 1, 1, 0, 1, 0.666671428571429
RSI50/MOM0/BOP0.05/ADX30/, 2.43, 1.0193, 1, 0.5, 0.6, 1, 1, 0, 1, 0.728571428571429
RSI50/MOM0/BOP0.05/ADX35/, 2.57, 1.0171, 1, 0.5, 0.5714, 0.8333, 1, 0, 1, 0.700671428571429
MOM0/BOP0.05/ADX20/, 3.71, 1.0343, 1, 0.6667, 0.5833, 1, 1, 0.25, 1, 0.785714285714286
RSI50/BOP0.05/ADX20/, 1.14, 0.8742, 1,, 0.6667, 0.3333, 1, 0, 1, 0.571428571428571
RSI50/MOM0/MACD2/ADX20/, 1.14, 0.897, 1,, 1, 1, 1, 0.2, 1, 0.742857142857143
RSI50/MOM0/MACD2/ADX25/, 2, 1.0205, 1, 0, 0.75, 1, 1, 0.2857, 1, 0.719385714285714
RSI50/MOM0/MACD2/ADX30/, 3, 1.0221, 1, 0.5, 0.6667, 1, 1, 0.25, 1, 0.773814285714286
RSI50/MOM0/MACD2/ADX35/, 3.43, 1.0266, 1, 0.6667, 0.625, 0.8333, 1, 0.25, 1, 0.767857142857143
MOM0/MACD2/ADX20/, 3.86, 1.0337, 1, 0.6667, 0.5833, 1, 1, 0.2222, 1, 0.781742857142857
RSI50/MACD2/ADX20/, 1.86, 0.8806, 1,, 0.6667, 0.3333, 1, 0.2857, 1, 0.612242857142857
RSI60/MACD3/BOP0.05/ADX20/, 1.57, 0.723, 0.3333,, 1, 1,, 0, 0.8571, 0.455771428571429
RSI60/MACD3/BOP0.05/ADX25/, 3.29, 0.7339, 0.25,, 1, 1,, 0.75, 0.8182, 0.545457142857143
RSI60/BOP0.05/ADX20/, 1.57, 0.723, 0.3333,, 1, 1,, 0, 0.8571, 0.455771428571429
RSI60/BOP0.05/ADX25/, 3.29, 0.7339, 0.25,, 1, 1,, 0.75, 0.8182, 0.545457142857143
RSI60/MACD2/BBANDS0.07/ADX20/, 0.86, 0.6958, 0.5,, 0, 1,, 0.5, 1, 0.428571428571429
RSI55/MACD2/BBANDS0.07/ADX20/, 0.43, 0.5541, 1,, 0,,, 0.5, 1, 0.357142857142857
RSI55/MACD2/BBANDS0.07/ADX25/, 1, 0.7129, 1, 1, 0,,, 0.5, 0.6667, 0.452385714285714
RSI55/MACD2/BBANDS0.07/ADX30/, 1.43, 0.7236, 0.5, 1, 0.25,,, 0.5714, 0.6, 0.417342857142857
RSI55/MACD2/BBANDS0.07/ADX35/, 1.43, 0.7236, 0.5, 1, 0.25,,, 0.5714, 0.6, 0.417342857142857
RSI55/MACD2/BBANDS0.07/ADX40/, 1.71, 0.7273, 0.5, 1, 0.5,,, 0.5714, 0.6, 0.453057142857143
RSI55/MACD2/BBANDS0.07/ADX45/, 1.71, 0.7273, 0.5, 1, 0.5,,, 0.5714, 0.6, 0.453057142857143
RSI55/MACD2/BBANDS0.07/ADX50/, 1.86, 0.8824, 0.5, 1, 0.5, 1,, 0.5714, 0.6, 0.595914285714286
RSI55/MACD2/BBANDS0.07/, 1.86, 0.8824, 0.5, 1, 0.5, 1,, 0.5714, 0.6, 0.595914285714286
RSI45/MOM0/MACD3/BOP0.07/BBANDS0.07/ADX20/, 1, 0.5782, 1,, 1,,, 0.3333, 1, 0.476185714285714
RSI45/MOM0/MACD3/BOP0.07/BBANDS0.07/ADX25/, 1.29, 0.7299, 1,, 1, 1,, 0.3333, 1, 0.619042857142857
RSI45/MOM0/MACD3/BOP0.07/BBANDS0.07/ADX30/, 1.71, 0.7305, 1,, 0.8, 1,, 0.3333, 1, 0.590471428571429
RSI45/MOM0/MACD3/BOP0.07/BBANDS0.07/ADX35/, 1.71, 0.7305, 1,, 0.8, 1,, 0.3333, 1, 0.590471428571429
RSI45/MOM0/MACD3/BOP0.07/BBANDS0.07/ADX40/, 2, 0.7282, 1,, 0.8, 1,, 0.3333, 1, 0.590471428571429
RSI45/MOM0/MACD3/BOP0.07/BBANDS0.07/ADX45/, 2.14, 0.7268, 1,, 0.8, 1,, 0.3333, 1, 0.590471428571429
RSI45/MOM0/MACD3/BOP0.07/BBANDS0.07/ADX50/, 2.14, 0.7268, 1,, 0.8, 1,, 0.3333, 1, 0.590471428571429
RSI45/MOM0/MACD3/BOP0.07/BBANDS0.06/, 1.43, 0.7291, 1,, 0.6667, 1,, 0, 1, 0.523814285714286
RSI45/MOM0/MACD3/BOP0.07/BBANDS0.05/, 1.14, 0.7267, 1,, 1, 1,, 0, 1, 0.571428571428571
RSI45/MOM0/MACD3/BOP0.07/BBANDS0.04/, 0.57, 0.4416, 1,,, 1,,, 1, 0.428571428571429
RSI45/MOM0/MACD3/BOP0.07/BBANDS0.03/, 0.57, 0.4416, 1,,, 1,,, 1, 0.428571428571429
RSI45/MACD3/BOP0.07/BBANDS0.07/ADX20/, 1, 0.5782, 1,, 1,,, 0.3333, 1, 0.476185714285714
RSI45/MACD3/BOP0.07/BBANDS0.07/ADX25/, 1.29, 0.7224, 1,, 0.6667, 1,, 0.3333, 1, 0.571428571428571
RSI45/MACD3/BOP0.07/BBANDS0.04/, 0.57, 0.5679, 1,, 0, 1,,, 1, 0.428571428571429
RSI45/MACD3/BOP0.07/BBANDS0.03/, 0.57, 0.5679, 1,, 0, 1,,, 1, 0.428571428571429
RSI45/MOM0/BOP0.07/BBANDS0.07/ADX20/, 1, 0.5782, 1,, 1,,, 0.3333, 1, 0.476185714285714
RSI45/MOM0/BOP0.07/BBANDS0.07/ADX25/, 1.29, 0.7299, 1,, 1, 1,, 0.3333, 1, 0.619042857142857
RSI45/MOM0/BOP0.07/BBANDS0.07/ADX30/, 1.71, 0.7305, 1,, 0.8, 1,, 0.3333, 1, 0.590471428571429
RSI45/MOM0/BOP0.07/BBANDS0.07/ADX35/, 1.71, 0.7305, 1,, 0.8, 1,, 0.3333, 1, 0.590471428571429
RSI45/MOM0/BOP0.07/BBANDS0.07/ADX40/, 2, 0.7282, 1,, 0.8, 1,, 0.3333, 1, 0.590471428571429
RSI45/MOM0/BOP0.07/BBANDS0.07/ADX45/, 2.14, 0.7268, 1,, 0.8, 1,, 0.3333, 1, 0.590471428571429
RSI45/MOM0/BOP0.07/BBANDS0.07/ADX50/, 2.14, 0.7268, 1,, 0.8, 1,, 0.3333, 1, 0.590471428571429
RSI45/MOM0/BOP0.07/BBANDS0.06/, 1.43, 0.7291, 1,, 0.6667, 1,, 0, 1, 0.523814285714286
RSI45/MOM0/BOP0.07/BBANDS0.05/, 1.14, 0.7267, 1,, 1, 1,, 0, 1, 0.571428571428571
RSI45/MOM0/BOP0.07/BBANDS0.04/, 0.57, 0.4416, 1,,, 1,,, 1, 0.428571428571429
RSI45/MOM0/BOP0.07/BBANDS0.03/, 0.57, 0.4416, 1,,, 1,,, 1, 0.428571428571429
RSI45/BOP0.07/BBANDS0.07/ADX20/, 1, 0.5782, 1,, 1,,, 0.3333, 1, 0.476185714285714
RSI45/BOP0.07/BBANDS0.07/ADX25/, 1.29, 0.7224, 1,, 0.6667, 1,, 0.3333, 1, 0.571428571428571
RSI45/BOP0.07/BBANDS0.04/, 0.57, 0.5679, 1,, 0, 1,,, 1, 0.428571428571429
RSI45/BOP0.07/BBANDS0.03/, 0.57, 0.5679, 1,, 0, 1,,, 1, 0.428571428571429
RSI45/MOM0/MACD3/BBANDS0.07/ADX20/, 1, 0.5782, 1,, 1,,, 0.3333, 1, 0.476185714285714
RSI45/MOM0/MACD3/BBANDS0.07/ADX25/, 1.29, 0.7299, 1,, 1, 1,, 0.3333, 1, 0.619042857142857
RSI45/MOM0/MACD3/BBANDS0.07/ADX30/, 1.71, 0.7305, 1,, 0.8, 1,, 0.3333, 1, 0.590471428571429
RSI45/MOM0/MACD3/BBANDS0.07/ADX35/, 1.71, 0.7305, 1,, 0.8, 1,, 0.3333, 1, 0.590471428571429
RSI45/MOM0/MACD3/BBANDS0.07/ADX40/, 2, 0.7282, 1,, 0.8, 1,, 0.3333, 1, 0.590471428571429
RSI45/MOM0/MACD3/BBANDS0.07/ADX45/, 2.14, 0.7268, 1,, 0.8, 1,, 0.3333, 1, 0.590471428571429
RSI45/MOM0/MACD3/BBANDS0.07/ADX50/, 2.14, 0.7268, 1,, 0.8, 1,, 0.3333, 1, 0.590471428571429
RSI45/MOM0/MACD3/BBANDS0.06/, 1.43, 0.7291, 1,, 0.6667, 1,, 0, 1, 0.523814285714286
RSI45/MOM0/MACD3/BBANDS0.05/, 1.14, 0.7267, 1,, 1, 1,, 0, 1, 0.571428571428571
RSI45/MOM0/MACD3/BBANDS0.04/, 0.57, 0.4416, 1,,, 1,,, 1, 0.428571428571429
RSI45/MOM0/MACD3/BBANDS0.03/, 0.57, 0.4416, 1,,, 1,,, 1, 0.428571428571429
RSI45/MACD3/BBANDS0.07/ADX20/, 1, 0.5782, 1,, 1,,, 0.3333, 1, 0.476185714285714
RSI45/MACD3/BBANDS0.04/, 0.86, 0.7251, 1,, 0.3333, 1,, 1, 1, 0.619042857142857
RSI45/MACD3/BBANDS0.03/, 0.71, 0.5798, 1,, 0.5, 1,,, 1, 0.5
RSI45/MOM0/BBANDS0.07/ADX20/, 1, 0.5782, 1,, 1,,, 0.3333, 1, 0.476185714285714
RSI45/MOM0/BBANDS0.07/ADX25/, 1.29, 0.7299, 1,, 1, 1,, 0.3333, 1, 0.619042857142857
RSI45/MOM0/BBANDS0.07/ADX30/, 1.71, 0.7305, 1,, 0.8, 1,, 0.3333, 1, 0.590471428571429
RSI45/MOM0/BBANDS0.07/ADX35/, 1.71, 0.7305, 1,, 0.8, 1,, 0.3333, 1, 0.590471428571429
RSI45/MOM0/BBANDS0.07/ADX40/, 2, 0.7282, 1,, 0.8, 1,, 0.3333, 1, 0.590471428571429
RSI45/MOM0/BBANDS0.07/ADX45/, 2.14, 0.7268, 1,, 0.8, 1,, 0.3333, 1, 0.590471428571429
RSI45/MOM0/BBANDS0.07/ADX50/, 2.14, 0.7268, 1,, 0.8, 1,, 0.3333, 1, 0.590471428571429
RSI45/MOM0/BBANDS0.06/, 1.43, 0.7291, 1,, 0.6667, 1,, 0, 1, 0.523814285714286
RSI45/MOM0/BBANDS0.05/, 1.14, 0.7267, 1,, 1, 1,, 0, 1, 0.571428571428571
RSI45/MOM0/BBANDS0.04/, 0.57, 0.4416, 1,,, 1,,, 1, 0.428571428571429
RSI45/MOM0/BBANDS0.03/, 0.57, 0.4416, 1,,, 1,,, 1, 0.428571428571429
RSI45/BBANDS0.07/ADX20/, 1, 0.5782, 1,, 1,,, 0.3333, 1, 0.476185714285714
RSI45/BBANDS0.04/, 0.86, 0.7251, 1,, 0.3333, 1,, 1, 1, 0.619042857142857
RSI45/BBANDS0.03/, 0.71, 0.5798, 1,, 0.5, 1,,, 1, 0.5
RSI45/MOM0/MACD3/BOP0.07/ADX20/, 1.86, 0.7322, 1, 1, 0.8333,,, 0.4, 1, 0.604757142857143
RSI45/MACD3/BOP0.07/ADX20/, 2.14, 0.8645, 1, 1, 0.8333, 0,, 0.3333, 1, 0.595228571428571
RSI45/MOM0/BOP0.07/ADX20/, 1.86, 0.7322, 1, 1, 0.8333,,, 0.4, 1, 0.604757142857143
RSI45/BOP0.07/ADX20/, 2.14, 0.8645, 1, 1, 0.8333, 0,, 0.3333, 1, 0.595228571428571
RSI45/MOM0/MACD3/ADX20/, 1.86, 0.7322, 1, 1, 0.8333,,, 0.4, 1, 0.604757142857143
RSI45/MACD3/ADX20/, 2.14, 0.8645, 1, 1, 0.8333, 0,, 0.3333, 1, 0.595228571428571
RSI45/MOM0/ADX20/, 1.86, 0.7322, 1, 1, 0.8333,,, 0.4, 1, 0.604757142857143
RSI45/ADX20/, 3.14, 0.8702, 1, 0.5, 0.7273, 0.6667,, 0.2857, 1, 0.5971
RSI45/MOM0/MACD3/BOP0.07/BBANDS0.07/, 2.14, 0.7268, 1,, 0.8, 1,, 0.3333, 1, 0.590471428571429
RSI45/MOM0/BOP0.07/BBANDS0.07/, 2.14, 0.7268, 1,, 0.8, 1,, 0.3333, 1, 0.590471428571429
RSI45/MOM0/MACD3/BBANDS0.07/, 2.14, 0.7268, 1,, 0.8, 1,, 0.3333, 1, 0.590471428571429
RSI45/MOM0/BBANDS0.07/, 2.14, 0.7268, 1,, 0.8, 1,, 0.3333, 1, 0.590471428571429
RSI55/MOM0/MACD3/BOP0.07/BBANDS0.07/ADX20/, 0.29, 0.2918, 1,,,,,, 1, 0.285714285714286
RSI55/MOM0/MACD3/BOP0.07/BBANDS0.07/ADX25/, 0.71, 0.4224, 1,, 0.5,,,, 1, 0.357142857142857
RSI55/MOM0/MACD3/BOP0.07/BBANDS0.07/ADX30/, 0.86, 0.5585, 1,, 0.5, 0,,, 1, 0.357142857142857
RSI55/MOM0/MACD3/BOP0.07/BBANDS0.07/ADX35/, 1.43, 0.7171, 1,, 0.6667, 0.5,, 1, 1, 0.595242857142857
RSI55/MOM0/MACD3/BOP0.07/BBANDS0.07/ADX40/, 1.57, 0.7164, 1,, 0.6667, 0.5,, 1, 0.8333, 0.571428571428571
RSI55/MOM0/MACD3/BOP0.07/BBANDS0.07/ADX45/, 1.57, 0.7164, 1,, 0.6667, 0.5,, 1, 0.8333, 0.571428571428571
RSI55/MOM0/MACD3/BOP0.07/BBANDS0.07/ADX50/, 1.57, 0.7164, 1,, 0.6667, 0.5,, 1, 0.8333, 0.571428571428571
RSI55/MOM0/MACD3/BOP0.07/BBANDS0.06/, 1.14, 0.4352, 1,, 1,,,, 0.8333, 0.404757142857143
RSI55/MOM0/MACD3/BOP0.07/BBANDS0.05/, 0.71, 0.4413, 1,, 1,,,, 1, 0.428571428571429
RSI55/MOM0/MACD3/BOP0.05/, 3.86, 0.8629, 0.6667, 0.6667, 0.625, 0.6,, 0.6667, 0.9167, 0.591685714285714
RSI55/MOM0/MACD3/BOP0.03/, 3.86, 0.8629, 0.6667, 0.6667, 0.625, 0.6,, 0.6667, 0.9167, 0.591685714285714
RSI55/MOM0/MACD3/BOP0.01/, 3.86, 0.8629, 0.6667, 0.6667, 0.625, 0.6,, 0.6667, 0.9167, 0.591685714285714
RSI55/MOM0/MACD3/BOP-0.01/, 3.86, 0.8629, 0.6667, 0.6667, 0.625, 0.6,, 0.6667, 0.9167, 0.591685714285714
RSI55/MOM0/MACD3/BOP-0.03/, 3.86, 0.8629, 0.6667, 0.6667, 0.625, 0.6,, 0.6667, 0.9167, 0.591685714285714
RSI55/MOM0/MACD3/BOP-0.05/, 3.71, 0.8606, 0.6667, 0.5, 0.625, 0.6,, 0.6667, 0.9167, 0.567871428571429
RSI55/MOM0/MACD3/BOP-0.07/, 3.71, 0.8606, 0.6667, 0.5, 0.625, 0.6,, 0.6667, 0.9167, 0.567871428571429
RSI55/MOM0/MACD2/, 4, 0.8594, 0.6667, 0.5, 0.6, 0.6,, 0.5, 0.9167, 0.540485714285714
RSI55/MOM0/MACD1/, 4, 0.8606, 1, 0.5, 0.6, 0.6,, 0.5, 0.9167, 0.5881
RSI55/MOM0/MACD0/, 2.86, 0.8541, 1, 1, 0.5556, 0,, 0.5714, 0.8889, 0.5737
RSI55/MOM0/BOP0.07/BBANDS0.07/ADX20/, 0.29, 0.2918, 1,,,,,, 1, 0.285714285714286
RSI55/MOM0/BOP0.07/BBANDS0.07/ADX25/, 0.71, 0.4224, 1,, 0.5,,,, 1, 0.357142857142857
RSI55/MOM0/BOP0.07/BBANDS0.07/ADX30/, 0.86, 0.5585, 1,, 0.5, 0,,, 1, 0.357142857142857
RSI55/MOM0/BOP0.07/BBANDS0.07/ADX35/, 1.43, 0.7171, 1,, 0.6667, 0.5,, 1, 1, 0.595242857142857
RSI55/MOM0/BOP0.07/BBANDS0.07/ADX40/, 1.57, 0.7164, 1,, 0.6667, 0.5,, 1, 0.8333, 0.571428571428571
RSI55/MOM0/BOP0.07/BBANDS0.07/ADX45/, 1.57, 0.7164, 1,, 0.6667, 0.5,, 1, 0.8333, 0.571428571428571
RSI55/MOM0/BOP0.07/BBANDS0.07/ADX50/, 1.57, 0.7164, 1,, 0.6667, 0.5,, 1, 0.8333, 0.571428571428571
RSI55/MOM0/BOP0.07/BBANDS0.06/, 1.14, 0.4352, 1,, 1,,,, 0.8333, 0.404757142857143
RSI55/MOM0/BOP0.07/BBANDS0.05/, 0.71, 0.4413, 1,, 1,,,, 1, 0.428571428571429
RSI55/MOM0/BOP0.05/, 4, 0.8665, 0.6667, 0.6667, 0.625, 0.6,, 0.7143, 0.9167, 0.598485714285714
RSI55/MOM0/BOP0.03/, 4, 0.8665, 0.6667, 0.6667, 0.625, 0.6,, 0.7143, 0.9167, 0.598485714285714
